time,milliseconds,measurement,value,field,type,host,device,platform
15:46:39:641,22416,IMU,2474,mz,magnet,Name,Device1,Android
15:46:39:662,22438,sensor,271,a0,adc,Name,Device1,Android
15:46:39:687,22462,IMU,141,ax,acceleration,Name,Device1,Android
15:46:39:687,22462,IMU,964,ay,acceleration,Name,Device1,Android
15:46:39:687,22462,IMU,48,az,acceleration,Name,Device1,Android
15:46:39:707,22482,IMU,6,gx,gyration,Name,Device1,Android
15:46:39:707,22482,IMU,-7,gy,gyration,Name,Device1,Android
15:46:39:707,22482,IMU,-6,gz,gyration,Name,Device1,Android
15:46:39:729,22505,IMU,1302,mx,magnet,Name,Device1,Android
15:46:39:729,22505,IMU,-5993,my,magnet,Name,Device1,Android
15:46:39:729,22505,IMU,2472,mz,magnet,Name,Device1,Android
15:46:39:753,22528,sensor,329,a0,adc,Name,Device1,Android
15:46:39:774,22549,IMU,147,ax,acceleration,Name,Device1,Android
15:46:39:774,22549,IMU,968,ay,acceleration,Name,Device1,Android
15:46:39:774,22549,IMU,49,az,acceleration,Name,Device1,Android
15:46:39:797,22572,IMU,4,gx,gyration,Name,Device1,Android
15:46:39:797,22572,IMU,-8,gy,gyration,Name,Device1,Android
15:46:39:797,22572,IMU,-6,gz,gyration,Name,Device1,Android
15:46:39:820,22595,IMU,1294,mx,magnet,Name,Device1,Android
15:46:39:820,22595,IMU,-5994,my,magnet,Name,Device1,Android
15:46:39:820,22595,IMU,2510,mz,magnet,Name,Device1,Android
15:46:39:843,22618,sensor,297,a0,adc,Name,Device1,Android
15:46:39:865,22640,IMU,138,ax,acceleration,Name,Device1,Android
15:46:39:865,22640,IMU,968,ay,acceleration,Name,Device1,Android
15:46:39:865,22640,IMU,49,az,acceleration,Name,Device1,Android
15:46:39:887,22662,IMU,4,gx,gyration,Name,Device1,Android
15:46:39:887,22662,IMU,-6,gy,gyration,Name,Device1,Android
15:46:39:887,22662,IMU,-5,gz,gyration,Name,Device1,Android
15:46:39:910,22685,IMU,1286,mx,magnet,Name,Device1,Android
15:46:39:910,22685,IMU,-5965,my,magnet,Name,Device1,Android
15:46:39:910,22685,IMU,2439,mz,magnet,Name,Device1,Android
15:46:39:933,22708,sensor,249,a0,adc,Name,Device1,Android
15:46:39:955,22730,IMU,142,ax,acceleration,Name,Device1,Android
15:46:39:955,22730,IMU,973,ay,acceleration,Name,Device1,Android
15:46:39:955,22730,IMU,45,az,acceleration,Name,Device1,Android
15:46:39:977,22752,IMU,4,gx,gyration,Name,Device1,Android
15:46:39:977,22752,IMU,-8,gy,gyration,Name,Device1,Android
15:46:39:977,22752,IMU,-5,gz,gyration,Name,Device1,Android
15:46:40:0,22775,IMU,1282,mx,magnet,Name,Device1,Android
15:46:40:0,22775,IMU,-5932,my,magnet,Name,Device1,Android
15:46:40:0,22775,IMU,2471,mz,magnet,Name,Device1,Android
15:46:40:22,22798,sensor,192,a0,adc,Name,Device1,Android
15:46:40:44,22819,IMU,103,ax,acceleration,Name,Device1,Android
15:46:40:44,22819,IMU,978,ay,acceleration,Name,Device1,Android
15:46:40:44,22819,IMU,26,az,acceleration,Name,Device1,Android
15:46:40:67,22842,IMU,6,gx,gyration,Name,Device1,Android
15:46:40:67,22842,IMU,-12,gy,gyration,Name,Device1,Android
15:46:40:67,22842,IMU,-8,gz,gyration,Name,Device1,Android
15:46:40:90,22865,IMU,1277,mx,magnet,Name,Device1,Android
15:46:40:90,22865,IMU,-5927,my,magnet,Name,Device1,Android
15:46:40:90,22865,IMU,2484,mz,magnet,Name,Device1,Android
15:46:40:112,22887,sensor,102,a0,adc,Name,Device1,Android
15:46:40:146,22921,IMU,107,ax,acceleration,Name,Device1,Android
15:46:40:146,22921,IMU,891,ay,acceleration,Name,Device1,Android
15:46:40:146,22921,IMU,-253,az,acceleration,Name,Device1,Android
15:46:40:157,22932,IMU,69,gx,gyration,Name,Device1,Android
15:46:40:157,22932,IMU,-48,gy,gyration,Name,Device1,Android
15:46:40:157,22932,IMU,-55,gz,gyration,Name,Device1,Android
15:46:40:180,22955,IMU,1298,mx,magnet,Name,Device1,Android
15:46:40:180,22955,IMU,-5988,my,magnet,Name,Device1,Android
15:46:40:180,22955,IMU,2557,mz,magnet,Name,Device1,Android
15:46:40:202,22977,sensor,91,a0,adc,Name,Device1,Android
15:46:40:224,22999,IMU,525,ax,acceleration,Name,Device1,Android
15:46:40:224,22999,IMU,1163,ay,acceleration,Name,Device1,Android
15:46:40:224,22999,IMU,334,az,acceleration,Name,Device1,Android
15:46:40:246,23022,IMU,62,gx,gyration,Name,Device1,Android
15:46:40:246,23022,IMU,5,gy,gyration,Name,Device1,Android
15:46:40:246,23022,IMU,-147,gz,gyration,Name,Device1,Android
15:46:40:281,23056,IMU,1555,mx,magnet,Name,Device1,Android
15:46:40:281,23056,IMU,-6156,my,magnet,Name,Device1,Android
15:46:40:281,23056,IMU,2769,mz,magnet,Name,Device1,Android
15:46:40:303,23078,sensor,42,a0,adc,Name,Device1,Android
15:46:40:326,23101,IMU,47,ax,acceleration,Name,Device1,Android
15:46:40:326,23101,IMU,772,ay,acceleration,Name,Device1,Android
15:46:40:326,23101,IMU,-151,az,acceleration,Name,Device1,Android
15:46:40:349,23124,IMU,76,gx,gyration,Name,Device1,Android
15:46:40:349,23124,IMU,-65,gy,gyration,Name,Device1,Android
15:46:40:349,23124,IMU,-112,gz,gyration,Name,Device1,Android
15:46:40:371,23146,IMU,1916,mx,magnet,Name,Device1,Android
15:46:40:371,23146,IMU,-6316,my,magnet,Name,Device1,Android
15:46:40:371,23146,IMU,2950,mz,magnet,Name,Device1,Android
15:46:40:393,23168,sensor,237,a0,adc,Name,Device1,Android
15:46:40:415,23191,IMU,-395,ax,acceleration,Name,Device1,Android
15:46:40:415,23191,IMU,452,ay,acceleration,Name,Device1,Android
15:46:40:415,23191,IMU,-859,az,acceleration,Name,Device1,Android
15:46:40:438,23213,IMU,2,gx,gyration,Name,Device1,Android
15:46:40:438,23213,IMU,-85,gy,gyration,Name,Device1,Android
15:46:40:438,23213,IMU,-195,gz,gyration,Name,Device1,Android
15:46:40:461,23236,IMU,2345,mx,magnet,Name,Device1,Android
15:46:40:461,23236,IMU,-6401,my,magnet,Name,Device1,Android
15:46:40:461,23236,IMU,3069,mz,magnet,Name,Device1,Android
15:46:40:484,23259,sensor,318,a0,adc,Name,Device1,Android
15:46:40:513,23288,IMU,-618,ax,acceleration,Name,Device1,Android
15:46:40:513,23288,IMU,1431,ay,acceleration,Name,Device1,Android
15:46:40:513,23288,IMU,410,az,acceleration,Name,Device1,Android
15:46:40:528,23303,IMU,50,gx,gyration,Name,Device1,Android
15:46:40:528,23303,IMU,-73,gy,gyration,Name,Device1,Android
15:46:40:528,23303,IMU,-90,gz,gyration,Name,Device1,Android
15:46:40:551,23326,IMU,2847,mx,magnet,Name,Device1,Android
15:46:40:551,23326,IMU,-6434,my,magnet,Name,Device1,Android
15:46:40:551,23326,IMU,3182,mz,magnet,Name,Device1,Android
15:46:40:573,23348,sensor,551,a0,adc,Name,Device1,Android
15:46:40:595,23370,IMU,-368,ax,acceleration,Name,Device1,Android
15:46:40:595,23370,IMU,1187,ay,acceleration,Name,Device1,Android
15:46:40:595,23370,IMU,423,az,acceleration,Name,Device1,Android
15:46:40:618,23393,IMU,-34,gx,gyration,Name,Device1,Android
15:46:40:618,23393,IMU,24,gy,gyration,Name,Device1,Android
15:46:40:618,23393,IMU,65,gz,gyration,Name,Device1,Android
15:46:40:641,23416,IMU,2769,mx,magnet,Name,Device1,Android
15:46:40:641,23416,IMU,-6400,my,magnet,Name,Device1,Android
15:46:40:641,23416,IMU,3162,mz,magnet,Name,Device1,Android
15:46:40:663,23438,sensor,600,a0,adc,Name,Device1,Android
15:46:40:696,23471,IMU,481,ax,acceleration,Name,Device1,Android
15:46:40:696,23471,IMU,1959,ay,acceleration,Name,Device1,Android
15:46:40:696,23471,IMU,-663,az,acceleration,Name,Device1,Android
15:46:40:708,23483,IMU,9,gx,gyration,Name,Device1,Android
15:46:40:708,23483,IMU,-35,gy,gyration,Name,Device1,Android
15:46:40:708,23483,IMU,123,gz,gyration,Name,Device1,Android
15:46:40:731,23506,IMU,2371,mx,magnet,Name,Device1,Android
15:46:40:731,23506,IMU,-6313,my,magnet,Name,Device1,Android
15:46:40:731,23506,IMU,3068,mz,magnet,Name,Device1,Android
15:46:40:753,23528,sensor,102,a0,adc,Name,Device1,Android
15:46:40:755,23530,sensor,61.06616901,v,velocity,Name,Device1,Android
15:46:40:776,23551,IMU,1959,ax,acceleration,Name,Device1,Android
15:46:40:776,23551,IMU,1959,ay,acceleration,Name,Device1,Android
15:46:40:776,23551,IMU,1959,az,acceleration,Name,Device1,Android
15:46:40:798,23573,IMU,-68,gx,gyration,Name,Device1,Android
15:46:40:798,23573,IMU,39,gy,gyration,Name,Device1,Android
15:46:40:798,23573,IMU,198,gz,gyration,Name,Device1,Android
15:46:40:821,23596,IMU,1958,mx,magnet,Name,Device1,Android
15:46:40:821,23596,IMU,-6263,my,magnet,Name,Device1,Android
15:46:40:821,23596,IMU,3168,mz,magnet,Name,Device1,Android
15:46:40:844,23619,sensor,348,a0,adc,Name,Device1,Android
15:46:40:866,23641,IMU,-1959,ax,acceleration,Name,Device1,Android
15:46:40:866,23641,IMU,1959,ay,acceleration,Name,Device1,Android
15:46:40:866,23641,IMU,-1959,az,acceleration,Name,Device1,Android
15:46:40:888,23663,IMU,-135,gx,gyration,Name,Device1,Android
15:46:40:888,23663,IMU,-498,gy,gyration,Name,Device1,Android
15:46:40:888,23663,IMU,25,gz,gyration,Name,Device1,Android
15:46:40:911,23686,IMU,1338,mx,magnet,Name,Device1,Android
15:46:40:911,23686,IMU,-6108,my,magnet,Name,Device1,Android
15:46:40:911,23686,IMU,3295,mz,magnet,Name,Device1,Android
15:46:40:945,23720,sensor,262,a0,adc,Name,Device1,Android
15:46:40:968,23743,IMU,-1959,ax,acceleration,Name,Device1,Android
15:46:40:968,23743,IMU,369,ay,acceleration,Name,Device1,Android
15:46:40:968,23743,IMU,-1647,az,acceleration,Name,Device1,Android
15:46:40:989,23764,IMU,-56,gx,gyration,Name,Device1,Android
15:46:40:989,23764,IMU,-151,gy,gyration,Name,Device1,Android
15:46:40:989,23764,IMU,-66,gz,gyration,Name,Device1,Android
15:46:41:12,23787,IMU,1286,mx,magnet,Name,Device1,Android
15:46:41:12,23787,IMU,-6147,my,magnet,Name,Device1,Android
15:46:41:12,23787,IMU,2944,mz,magnet,Name,Device1,Android
15:46:41:34,23809,sensor,162,a0,adc,Name,Device1,Android
15:46:41:58,23834,IMU,132,ax,acceleration,Name,Device1,Android
15:46:41:58,23834,IMU,53,ay,acceleration,Name,Device1,Android
15:46:41:58,23834,IMU,263,az,acceleration,Name,Device1,Android
15:46:41:79,23854,IMU,44,gx,gyration,Name,Device1,Android
15:46:41:79,23854,IMU,40,gy,gyration,Name,Device1,Android
15:46:41:79,23854,IMU,4,gz,gyration,Name,Device1,Android
15:46:41:102,23877,IMU,1332,mx,magnet,Name,Device1,Android
15:46:41:102,23877,IMU,-6178,my,magnet,Name,Device1,Android
15:46:41:102,23877,IMU,3020,mz,magnet,Name,Device1,Android
15:46:41:128,23903,sensor,224,a0,adc,Name,Device1,Android
15:46:41:148,23923,IMU,-16,ax,acceleration,Name,Device1,Android
15:46:41:148,23923,IMU,-33,ay,acceleration,Name,Device1,Android
15:46:41:148,23923,IMU,238,az,acceleration,Name,Device1,Android
15:46:41:169,23944,IMU,37,gx,gyration,Name,Device1,Android
15:46:41:169,23944,IMU,13,gy,gyration,Name,Device1,Android
15:46:41:169,23944,IMU,11,gz,gyration,Name,Device1,Android
15:46:41:192,23967,IMU,1269,mx,magnet,Name,Device1,Android
15:46:41:192,23967,IMU,-6143,my,magnet,Name,Device1,Android
15:46:41:192,23967,IMU,3078,mz,magnet,Name,Device1,Android
15:46:41:215,23990,sensor,167,a0,adc,Name,Device1,Android
15:46:41:248,24023,IMU,-216,ax,acceleration,Name,Device1,Android
15:46:41:248,24023,IMU,17,ay,acceleration,Name,Device1,Android
15:46:41:248,24023,IMU,-5,az,acceleration,Name,Device1,Android
15:46:41:270,24045,IMU,5,gx,gyration,Name,Device1,Android
15:46:41:270,24045,IMU,48,gy,gyration,Name,Device1,Android
15:46:41:270,24045,IMU,-11,gz,gyration,Name,Device1,Android
15:46:41:294,24069,IMU,1282,mx,magnet,Name,Device1,Android
15:46:41:294,24069,IMU,-6090,my,magnet,Name,Device1,Android
15:46:41:294,24069,IMU,2987,mz,magnet,Name,Device1,Android
15:46:41:316,24091,sensor,67,a0,adc,Name,Device1,Android
15:46:41:346,24121,IMU,-583,ax,acceleration,Name,Device1,Android
15:46:41:346,24121,IMU,220,ay,acceleration,Name,Device1,Android
15:46:41:346,24121,IMU,-372,az,acceleration,Name,Device1,Android
15:46:41:361,24136,IMU,61,gx,gyration,Name,Device1,Android
15:46:41:361,24136,IMU,71,gy,gyration,Name,Device1,Android
15:46:41:361,24136,IMU,-6,gz,gyration,Name,Device1,Android
15:46:41:383,24158,IMU,1305,mx,magnet,Name,Device1,Android
15:46:41:383,24158,IMU,-6153,my,magnet,Name,Device1,Android
15:46:41:383,24158,IMU,2914,mz,magnet,Name,Device1,Android
15:46:41:406,24181,sensor,54,a0,adc,Name,Device1,Android
15:46:41:428,24203,IMU,703,ax,acceleration,Name,Device1,Android
15:46:41:428,24203,IMU,721,ay,acceleration,Name,Device1,Android
15:46:41:428,24203,IMU,628,az,acceleration,Name,Device1,Android
15:46:41:450,24225,IMU,5,gx,gyration,Name,Device1,Android
15:46:41:450,24225,IMU,42,gy,gyration,Name,Device1,Android
15:46:41:450,24225,IMU,-137,gz,gyration,Name,Device1,Android
15:46:41:473,24248,IMU,1543,mx,magnet,Name,Device1,Android
15:46:41:473,24248,IMU,-6167,my,magnet,Name,Device1,Android
15:46:41:473,24248,IMU,2972,mz,magnet,Name,Device1,Android
15:46:41:496,24271,sensor,261,a0,adc,Name,Device1,Android
15:46:41:518,24293,IMU,-1959,ax,acceleration,Name,Device1,Android
15:46:41:518,24293,IMU,1959,ay,acceleration,Name,Device1,Android
15:46:41:518,24293,IMU,-457,az,acceleration,Name,Device1,Android
15:46:41:541,24316,IMU,-334,gx,gyration,Name,Device1,Android
15:46:41:541,24316,IMU,-492,gy,gyration,Name,Device1,Android
15:46:41:541,24316,IMU,-50,gz,gyration,Name,Device1,Android
15:46:41:563,24338,IMU,2339,mx,magnet,Name,Device1,Android
15:46:41:563,24338,IMU,-6294,my,magnet,Name,Device1,Android
15:46:41:563,24338,IMU,2972,mz,magnet,Name,Device1,Android
15:46:41:586,24361,sensor,420,a0,adc,Name,Device1,Android
15:46:41:610,24385,IMU,326,ax,acceleration,Name,Device1,Android
15:46:41:610,24385,IMU,1017,ay,acceleration,Name,Device1,Android
15:46:41:610,24385,IMU,-282,az,acceleration,Name,Device1,Android
15:46:41:631,24406,IMU,51,gx,gyration,Name,Device1,Android
15:46:41:631,24406,IMU,0,gy,gyration,Name,Device1,Android
15:46:41:631,24406,IMU,-106,gz,gyration,Name,Device1,Android
15:46:41:653,24428,IMU,2675,mx,magnet,Name,Device1,Android
15:46:41:653,24428,IMU,-6401,my,magnet,Name,Device1,Android
15:46:41:653,24428,IMU,3116,mz,magnet,Name,Device1,Android
15:46:41:676,24451,sensor,560,a0,adc,Name,Device1,Android
15:46:41:697,24472,IMU,-115,ax,acceleration,Name,Device1,Android
15:46:41:697,24472,IMU,1017,ay,acceleration,Name,Device1,Android
15:46:41:697,24472,IMU,33,az,acceleration,Name,Device1,Android
15:46:41:720,24495,IMU,15,gx,gyration,Name,Device1,Android
15:46:41:720,24495,IMU,-4,gy,gyration,Name,Device1,Android
15:46:41:720,24495,IMU,-21,gz,gyration,Name,Device1,Android
15:46:41:743,24518,IMU,2821,mx,magnet,Name,Device1,Android
15:46:41:743,24518,IMU,-6343,my,magnet,Name,Device1,Android
15:46:41:743,24518,IMU,3128,mz,magnet,Name,Device1,Android
15:46:41:766,24541,sensor,671,a0,adc,Name,Device1,Android
15:46:41:788,24563,IMU,-319,ax,acceleration,Name,Device1,Android
15:46:41:788,24563,IMU,1025,ay,acceleration,Name,Device1,Android
15:46:41:788,24563,IMU,79,az,acceleration,Name,Device1,Android
15:46:41:811,24586,IMU,-31,gx,gyration,Name,Device1,Android
15:46:41:811,24586,IMU,-7,gy,gyration,Name,Device1,Android
15:46:41:811,24586,IMU,29,gz,gyration,Name,Device1,Android
15:46:41:833,24608,IMU,2722,mx,magnet,Name,Device1,Android
15:46:41:833,24608,IMU,-6337,my,magnet,Name,Device1,Android
15:46:41:833,24608,IMU,3104,mz,magnet,Name,Device1,Android
15:46:41:856,24631,sensor,379,a0,adc,Name,Device1,Android
15:46:41:858,24633,sensor,36.49049467,v,velocity,Name,Device1,Android
15:46:41:878,24653,IMU,-136,ax,acceleration,Name,Device1,Android
15:46:41:878,24653,IMU,1202,ay,acceleration,Name,Device1,Android
15:46:41:878,24653,IMU,46,az,acceleration,Name,Device1,Android
15:46:41:901,24676,IMU,-46,gx,gyration,Name,Device1,Android
15:46:41:901,24676,IMU,-40,gy,gyration,Name,Device1,Android
15:46:41:901,24676,IMU,68,gz,gyration,Name,Device1,Android
15:46:41:923,24698,IMU,2578,mx,magnet,Name,Device1,Android
15:46:41:923,24698,IMU,-6310,my,magnet,Name,Device1,Android
15:46:41:923,24698,IMU,2912,mz,magnet,Name,Device1,Android
15:46:41:946,24721,sensor,233,a0,adc,Name,Device1,Android
15:46:41:968,24743,IMU,-70,ax,acceleration,Name,Device1,Android
15:46:41:968,24743,IMU,1006,ay,acceleration,Name,Device1,Android
15:46:41:968,24743,IMU,166,az,acceleration,Name,Device1,Android
15:46:41:991,24766,IMU,21,gx,gyration,Name,Device1,Android
15:46:41:991,24766,IMU,-15,gy,gyration,Name,Device1,Android
15:46:41:991,24766,IMU,86,gz,gyration,Name,Device1,Android
15:46:42:13,24789,IMU,2294,mx,magnet,Name,Device1,Android
15:46:42:13,24789,IMU,-6288,my,magnet,Name,Device1,Android
15:46:42:13,24789,IMU,2893,mz,magnet,Name,Device1,Android
15:46:42:36,24811,sensor,191,a0,adc,Name,Device1,Android
15:46:42:63,24838,IMU,-122,ax,acceleration,Name,Device1,Android
15:46:42:63,24838,IMU,841,ay,acceleration,Name,Device1,Android
15:46:42:63,24838,IMU,78,az,acceleration,Name,Device1,Android
15:46:42:81,24856,IMU,25,gx,gyration,Name,Device1,Android
15:46:42:81,24856,IMU,57,gy,gyration,Name,Device1,Android
15:46:42:81,24856,IMU,94,gz,gyration,Name,Device1,Android
15:46:42:103,24878,IMU,2054,mx,magnet,Name,Device1,Android
15:46:42:103,24878,IMU,-6243,my,magnet,Name,Device1,Android
15:46:42:103,24878,IMU,2836,mz,magnet,Name,Device1,Android
15:46:42:137,24912,sensor,50,a0,adc,Name,Device1,Android
15:46:42:162,24937,IMU,-207,ax,acceleration,Name,Device1,Android
15:46:42:162,24937,IMU,817,ay,acceleration,Name,Device1,Android
15:46:42:162,24937,IMU,-14,az,acceleration,Name,Device1,Android
15:46:42:182,24957,IMU,-45,gx,gyration,Name,Device1,Android
15:46:42:182,24957,IMU,60,gy,gyration,Name,Device1,Android
15:46:42:182,24957,IMU,80,gz,gyration,Name,Device1,Android
15:46:42:205,24980,IMU,1821,mx,magnet,Name,Device1,Android
15:46:42:205,24980,IMU,-6207,my,magnet,Name,Device1,Android
15:46:42:205,24980,IMU,2672,mz,magnet,Name,Device1,Android
15:46:42:227,25002,sensor,131,a0,adc,Name,Device1,Android
15:46:42:249,25024,IMU,-383,ax,acceleration,Name,Device1,Android
15:46:42:249,25024,IMU,806,ay,acceleration,Name,Device1,Android
15:46:42:249,25024,IMU,-301,az,acceleration,Name,Device1,Android
15:46:42:272,25047,IMU,-23,gx,gyration,Name,Device1,Android
15:46:42:272,25047,IMU,51,gy,gyration,Name,Device1,Android
15:46:42:272,25047,IMU,35,gz,gyration,Name,Device1,Android
15:46:42:295,25070,IMU,1654,mx,magnet,Name,Device1,Android
15:46:42:295,25070,IMU,-6129,my,magnet,Name,Device1,Android
15:46:42:295,25070,IMU,2528,mz,magnet,Name,Device1,Android
15:46:42:318,25093,sensor,112,a0,adc,Name,Device1,Android
15:46:42:339,25114,IMU,249,ax,acceleration,Name,Device1,Android
15:46:42:339,25114,IMU,1080,ay,acceleration,Name,Device1,Android
15:46:42:339,25114,IMU,10,az,acceleration,Name,Device1,Android
15:46:42:362,25137,IMU,-31,gx,gyration,Name,Device1,Android
15:46:42:362,25137,IMU,33,gy,gyration,Name,Device1,Android
15:46:42:362,25137,IMU,3,gz,gyration,Name,Device1,Android
15:46:42:385,25160,IMU,1646,mx,magnet,Name,Device1,Android
15:46:42:385,25160,IMU,-6097,my,magnet,Name,Device1,Android
15:46:42:385,25160,IMU,2314,mz,magnet,Name,Device1,Android
15:46:42:407,25182,sensor,163,a0,adc,Name,Device1,Android
15:46:42:430,25205,IMU,20,ax,acceleration,Name,Device1,Android
15:46:42:430,25205,IMU,946,ay,acceleration,Name,Device1,Android
15:46:42:430,25205,IMU,-9,az,acceleration,Name,Device1,Android
15:46:42:453,25228,IMU,2,gx,gyration,Name,Device1,Android
15:46:42:453,25228,IMU,-13,gy,gyration,Name,Device1,Android
15:46:42:453,25228,IMU,2,gz,gyration,Name,Device1,Android
15:46:42:474,25249,IMU,1568,mx,magnet,Name,Device1,Android
15:46:42:474,25249,IMU,-6058,my,magnet,Name,Device1,Android
15:46:42:474,25249,IMU,2342,mz,magnet,Name,Device1,Android
15:46:42:497,25272,sensor,112,a0,adc,Name,Device1,Android
15:46:42:519,25294,IMU,186,ax,acceleration,Name,Device1,Android
15:46:42:519,25294,IMU,993,ay,acceleration,Name,Device1,Android
15:46:42:519,25294,IMU,208,az,acceleration,Name,Device1,Android
15:46:42:541,25316,IMU,-4,gx,gyration,Name,Device1,Android
15:46:42:541,25316,IMU,13,gy,gyration,Name,Device1,Android
15:46:42:541,25316,IMU,0,gz,gyration,Name,Device1,Android
15:46:42:565,25340,IMU,1593,mx,magnet,Name,Device1,Android
15:46:42:565,25340,IMU,-6038,my,magnet,Name,Device1,Android
15:46:42:565,25340,IMU,2346,mz,magnet,Name,Device1,Android
15:46:42:587,25363,sensor,179,a0,adc,Name,Device1,Android
15:46:42:616,25391,IMU,58,ax,acceleration,Name,Device1,Android
15:46:42:616,25391,IMU,979,ay,acceleration,Name,Device1,Android
15:46:42:616,25391,IMU,86,az,acceleration,Name,Device1,Android
15:46:42:632,25407,IMU,-3,gx,gyration,Name,Device1,Android
15:46:42:632,25407,IMU,10,gy,gyration,Name,Device1,Android
15:46:42:632,25407,IMU,2,gz,gyration,Name,Device1,Android
15:46:42:654,25429,IMU,1540,mx,magnet,Name,Device1,Android
15:46:42:654,25429,IMU,-6010,my,magnet,Name,Device1,Android
15:46:42:654,25429,IMU,2274,mz,magnet,Name,Device1,Android
15:46:42:677,25453,sensor,112,a0,adc,Name,Device1,Android
15:46:42:709,25484,IMU,-15,ax,acceleration,Name,Device1,Android
15:46:42:709,25484,IMU,978,ay,acceleration,Name,Device1,Android
15:46:42:709,25484,IMU,39,az,acceleration,Name,Device1,Android
15:46:42:722,25497,IMU,-7,gx,gyration,Name,Device1,Android
15:46:42:722,25497,IMU,7,gy,gyration,Name,Device1,Android
15:46:42:722,25497,IMU,8,gz,gyration,Name,Device1,Android
15:46:42:744,25519,IMU,1554,mx,magnet,Name,Device1,Android
15:46:42:744,25519,IMU,-5984,my,magnet,Name,Device1,Android
15:46:42:744,25519,IMU,2277,mz,magnet,Name,Device1,Android
15:46:42:767,25542,sensor,206,a0,adc,Name,Device1,Android
15:46:42:789,25564,IMU,39,ax,acceleration,Name,Device1,Android
15:46:42:789,25564,IMU,969,ay,acceleration,Name,Device1,Android
15:46:42:789,25564,IMU,89,az,acceleration,Name,Device1,Android
15:46:42:812,25587,IMU,-7,gx,gyration,Name,Device1,Android
15:46:42:812,25587,IMU,7,gy,gyration,Name,Device1,Android
15:46:42:812,25587,IMU,4,gz,gyration,Name,Device1,Android
15:46:42:835,25610,IMU,1479,mx,magnet,Name,Device1,Android
15:46:42:835,25610,IMU,-5991,my,magnet,Name,Device1,Android
15:46:42:835,25610,IMU,2177,mz,magnet,Name,Device1,Android
15:46:42:857,25632,sensor,201,a0,adc,Name,Device1,Android
15:46:42:880,25655,IMU,144,ax,acceleration,Name,Device1,Android
15:46:42:880,25655,IMU,935,ay,acceleration,Name,Device1,Android
15:46:42:880,25655,IMU,208,az,acceleration,Name,Device1,Android
15:46:42:902,25677,IMU,-12,gx,gyration,Name,Device1,Android
15:46:42:902,25677,IMU,20,gy,gyration,Name,Device1,Android
15:46:42:902,25677,IMU,9,gz,gyration,Name,Device1,Android
15:46:42:924,25699,IMU,1475,mx,magnet,Name,Device1,Android
15:46:42:924,25699,IMU,-5926,my,magnet,Name,Device1,Android
15:46:42:924,25699,IMU,2106,mz,magnet,Name,Device1,Android
15:46:42:948,25723,sensor,158,a0,adc,Name,Device1,Android
15:46:42:969,25744,IMU,203,ax,acceleration,Name,Device1,Android
15:46:42:969,25744,IMU,975,ay,acceleration,Name,Device1,Android
15:46:42:969,25744,IMU,248,az,acceleration,Name,Device1,Android
15:46:42:992,25767,IMU,-1,gx,gyration,Name,Device1,Android
15:46:42:992,25767,IMU,3,gy,gyration,Name,Device1,Android
15:46:42:992,25767,IMU,0,gz,gyration,Name,Device1,Android
15:46:43:15,25790,IMU,1480,mx,magnet,Name,Device1,Android
15:46:43:15,25790,IMU,-5892,my,magnet,Name,Device1,Android
15:46:43:15,25790,IMU,2074,mz,magnet,Name,Device1,Android
15:46:43:37,25812,sensor,226,a0,adc,Name,Device1,Android
15:46:43:65,25840,IMU,96,ax,acceleration,Name,Device1,Android
15:46:43:65,25840,IMU,952,ay,acceleration,Name,Device1,Android
15:46:43:65,25840,IMU,164,az,acceleration,Name,Device1,Android
15:46:43:93,25868,IMU,0,gx,gyration,Name,Device1,Android
15:46:43:93,25868,IMU,-51,gy,gyration,Name,Device1,Android
15:46:43:93,25868,IMU,12,gz,gyration,Name,Device1,Android
15:46:43:116,25891,IMU,1364,mx,magnet,Name,Device1,Android
15:46:43:116,25891,IMU,-5806,my,magnet,Name,Device1,Android
15:46:43:116,25891,IMU,2043,mz,magnet,Name,Device1,Android
15:46:43:138,25913,sensor,196,a0,adc,Name,Device1,Android
15:46:43:166,25941,IMU,15,ax,acceleration,Name,Device1,Android
15:46:43:166,25941,IMU,925,ay,acceleration,Name,Device1,Android
15:46:43:166,25941,IMU,149,az,acceleration,Name,Device1,Android
15:46:43:186,25961,IMU,0,gx,gyration,Name,Device1,Android
15:46:43:186,25961,IMU,-34,gy,gyration,Name,Device1,Android
15:46:43:186,25961,IMU,27,gz,gyration,Name,Device1,Android
15:46:43:206,25981,IMU,1250,mx,magnet,Name,Device1,Android
15:46:43:206,25981,IMU,-5806,my,magnet,Name,Device1,Android
15:46:43:206,25981,IMU,2144,mz,magnet,Name,Device1,Android
15:46:43:228,26003,sensor,130,a0,adc,Name,Device1,Android
15:46:43:251,26026,IMU,15,ax,acceleration,Name,Device1,Android
15:46:43:251,26026,IMU,939,ay,acceleration,Name,Device1,Android
15:46:43:251,26026,IMU,40,az,acceleration,Name,Device1,Android
15:46:43:273,26048,IMU,11,gx,gyration,Name,Device1,Android
15:46:43:273,26048,IMU,-46,gy,gyration,Name,Device1,Android
15:46:43:273,26048,IMU,42,gz,gyration,Name,Device1,Android
15:46:43:296,26071,IMU,1111,mx,magnet,Name,Device1,Android
15:46:43:296,26071,IMU,-5688,my,magnet,Name,Device1,Android
15:46:43:296,26071,IMU,2136,mz,magnet,Name,Device1,Android
